5.985150596561081837e-01 1.022267453722572883e-01 9.412889793050482901e-01 6.556868106283700870e-01 9.338040463449235329e-01 9.307569426239349353e-01 2.831370661486021234e-01 3.548919997234831758e-01 7.470292718259582410e-01 2.389100886310381311e-01
2.526246026846995507e-01 3.483049418129935404e-03 3.251939245861061867e-01 3.541071308111163329e-01 6.861887032030239419e-01 6.325307453032200655e-01 4.482081671290882863e-02 3.702620674369410114e-01 6.832673529040640403e-01 4.950443923303549099e-01
2.223986472070416109e-02 3.006080809151630007e-01 1.972874843937076905e-01 9.099498084360368999e-01 3.882721593258255943e-01 7.364065962019418210e-01 9.433965293102986038e-01 8.008993397008122850e-01 8.139444035693221835e-03 2.652182681167813971e-01
2.579713462187390727e-01 9.855626648145908719e-01 8.124097939998203843e-01 2.173174340419276040e-01 6.128174477294495714e-01 3.485025884451100620e-01 3.547626248757707046e-03 5.740208969579947418e-01 1.689933038617745797e-01 7.174522113371250009e-01
1.029844548170980589e-01 8.721810277859699534e-01 4.124838591561570400e-01 6.698652674865771539e-01 9.447091160508765961e-01 1.068182846571800182e-01 2.410374649310766948e-01 3.170907190280092269e-01 9.954947549114812055e-01 9.482700944825416256e-01
6.639018362617262747e-01 7.852636977462750245e-01 5.993684885430430320e-01 9.841955532607153945e-01 3.716782183054392341e-01 3.908342108927777003e-01 1.977147714237070808e-02 9.531649627817667669e-01 8.680580139182526578e-01 1.786227448200713441e-01
2.929300597690474017e-01 6.809653211960537966e-01 8.341105483233666185e-01 7.049887384683293234e-01 5.422148817707050927e-01 8.608235611781968055e-01 4.219356411296200093e-01 2.036366619146369183e-01 6.096973082695765767e-01 3.737804108757012411e-01
4.306814658736415335e-01 1.088938351297754625e-01 7.836667162487822580e-01 7.406698910794734525e-01 7.711676609999698062e-01 9.062860480352641357e-01 9.615329668864168733e-01 9.690846570003843752e-01 1.984320901698488626e-02 8.457761853003893382e-01
4.051002530397715962e-01 4.885725377326427532e-01 5.000433883631121290e-01 2.624441880803332072e-01 5.260462962763020611e-01 7.845017994750171919e-01 8.548311663700307594e-01 1.296942786748439547e-01 4.535184809591119581e-02 4.501646908736134378e-02
8.223338109571511900e-01 6.909533689340785489e-01 7.052719887915870345e-01 7.159097727068564065e-02 4.082967751786773514e-01 5.436654850736333255e-01 2.588438867658973130e-01 4.676542813083142125e-01 5.348658976028851653e-01 3.209618017359917586e-01
