3.316525529589735566e-01 1.814115719142628258e-01 2.213472519604919864e-02 8.213318441270300863e-01 2.855476230872889820e-01 5.798306597309831334e-01 7.355061589678693057e-01 9.048577046828824022e-01 5.260470520423323748e-01 9.368126933117499888e-01 5.782622121099538770e-01 3.890191425472457887e-01 9.346895603784877160e-02 9.147518584061621327e-01 5.834731520825300333e-01 4.528310195711175989e-01 9.304648254224512360e-01 8.676669426795079465e-01 1.981962875014556813e-01 3.858962663638964008e-01 7.314395451700554940e-01 5.959338459969776292e-02 9.512055274032964469e-01 3.612983545787064044e-01 7.939339060371005674e-01 9.828279045653612878e-01 2.384755471813975181e-01 5.464122600251866135e-01 5.447201484502196545e-01 2.972228215955815545e-01 7.125094240130914747e-01 8.517064283572223227e-01 7.269524447323404415e-01 9.408021160146435857e-01 1.262085103964505350e-02 1.707090999497220540e-01 9.198769508008983742e-01 6.246775545777090155e-01 4.089215709324596215e-01 8.191884168543103195e-01 1.634146085307786045e-01 8.417318273314118304e-01 6.534343173279499872e-02 6.057663879713847122e-01 8.069791660187239923e-01 9.729568079125192614e-01 1.331742567367114605e-01 4.255583588408358153e-01 7.693633833930448862e-01 8.808856000496256833e-01 3.075116799412428437e-01 5.396954201510095750e-03 1.628090791469001264e-01 2.802577266570539516e-01 8.623504725739129517e-01 8.817748129091774745e-01 2.804879956764039228e-02 3.423054949686277215e-01 8.988265950632584600e-01 2.704289086088027538e-01 9.509982661431458650e-01 4.941564330926384585e-01 6.088804327007325545e-01 3.505808092043819491e-01 5.965022402575042015e-01 4.146844132869282884e-01 8.406040145414216402e-01 2.206843384578333067e-01 1.173445914502508902e-01 2.314882648431958456e-01 1.167765048053652777e-01 7.915228376811006550e-01 7.010050010756442296e-01 2.626078636858153459e-01 1.133188147918120503e-01 7.049245533414344456e-01 7.682337562862262548e-02 4.380967452051879318e-01 9.912643892310849525e-01 4.778636939086678970e-01 3.068744498073860960e-01 9.756672170842850544e-02 1.177021009111673955e-01 9.540139466958427183e-01 1.947275821375965554e-01 7.170520059875564733e-01 2.354309844634745463e-01 4.750868946329520615e-01 5.449492595999437805e-01 3.336685805413849293e-01 7.992792961149266517e-01 9.883062189500370076e-01 7.266496120864223141e-01 4.453769316159228442e-01 8.960403772137326417e-01 5.195387930672272780e-01 8.072188995558262636e-01 2.647992096306592824e-01 6.373513498549466805e-01 7.806960189680530737e-01
7.023195339313172969e-01 7.059672713377873610e-01 1.602557134984782250e-01 7.868931331879078783e-01 9.959759769228703208e-01 6.278891275064635291e-01 1.745859766673585334e-02 6.999031676860394402e-01 5.210313126443868459e-01 5.123944281314263272e-01 3.790225826307326296e-01 3.580584172355765205e-01 8.313975348209671212e-01 1.937159226469845619e-01 9.953179726341672140e-01 3.784203553829501576e-02 3.992103387827670158e-01 5.236714491786009784e-01 3.531890341473149508e-01 2.488449052397933015e-01 9.056808412631720540e-01 7.511676755007595796e-01 3.218783328372565311e-02 6.661112141171994239e-01 7.954547382046293080e-01 1.208792737542642159e-01 7.653848064292562148e-01 6.342222064778032520e-01 5.780325193186175436e-01 2.129994363678138214e-01 2.445739141707977682e-01 8.369055326031060726e-02 3.976382852653671529e-01 2.739127158949674623e-01 9.706746077395300709e-01 9.057288559997023203e-02 6.178721135325210279e-01 2.960689580879896088e-01 4.235994093393677939e-01 7.996650313897424311e-02 9.417232608731888055e-01 4.810636225690341217e-01 6.370328823487544367e-01 2.875328918876794981e-01 6.232206762318232007e-01 1.215786488405788957e-01 9.556542370031118061e-01 1.559184929131253172e-01 6.585897534191554881e-01 2.400649433172361569e-01 9.949092225200717454e-02 8.713142656261191332e-01 2.966261560921321649e-01 9.088430022424099919e-01 4.488200262757302550e-01 9.019829508146419705e-01 7.019851118770198406e-01 1.774887759438815715e-01 6.380568662794789958e-01 8.508935387913205695e-01 6.299693852123861015e-01 9.706639338145017781e-01 4.345706426727836691e-01 2.519573399753761711e-01 8.214933158432413673e-02 8.187433269433886940e-01 2.390152242164937935e-01 9.275526976838635029e-01 4.237903853715819791e-01 3.831760120408542747e-01 9.674598507430375305e-01 5.642588737940312793e-02 7.741867452024383534e-01 9.993313636623037954e-01 6.515411405695845648e-01 5.373219947760408122e-01 4.976366371272592515e-01 8.687352112073657429e-01 5.281150532069071035e-01 2.341301621696201263e-02 1.582481093987027077e-01 9.815207047368430526e-01 7.363922072146772413e-01 9.852043977057801660e-01 2.782434092038419404e-01 9.051363908021515803e-01 1.723768617159993077e-02 9.477965821198873764e-01 7.694399118200111465e-01 9.677594851307826929e-01 7.217448076806345370e-01 8.829795056960827448e-01 8.617451472698045567e-01 3.299904277178997702e-01 2.074604011621590249e-01 6.169065726308264885e-03 7.011555480441218346e-01 3.222341981056975335e-03 8.753017751158842508e-01 8.899564000611888126e-01
9.397116100541513806e-02 2.894569193226690373e-01 4.175841312790845583e-01 9.858453547893544222e-01 9.917216304378307923e-01 1.856783338278691353e-01 3.854208854341215629e-01 4.579084940078339550e-01 5.001602284202366633e-01 2.382259633193457571e-01 6.505743410217891265e-01 6.498344021365887180e-02 6.684233110743874606e-01 2.443183226941837427e-01 2.547867477485921128e-02 5.255021603402236785e-01 5.854668702657324086e-01 2.718216057033595590e-03 2.474345841702791926e-01 3.030621291360908742e-01 6.926062252719993317e-01 3.592014095439920451e-01 3.891430051218998099e-01 7.690732786929558307e-01 5.312962815590511756e-01 4.524105250165953995e-01 7.782274701526850080e-01 9.844614744197288658e-02 3.912380836277611351e-01 8.998431368308739131e-01 4.160559275367987642e-01 8.586206226346660975e-01 9.723875712753263789e-01 2.228503145382790818e-01 7.766803149117632588e-01 2.916868038778323013e-01 3.595066665216439805e-01 8.978878557236908975e-01 4.181139261563678877e-01 8.034000540374782728e-01 1.682435024448695193e-01 5.066458555878610159e-01 1.674738291111318444e-01 8.603861252701389128e-01 7.331602851543784771e-01 1.764878221057666341e-01 3.866085160937020593e-01 6.983228559423084736e-01 6.925482170290333528e-01 6.225593077448302592e-01 1.386544614661477937e-02 8.900033859223825949e-01 4.827414408053011252e-01 3.774886640190452392e-01 4.568508885998951996e-01 1.625109876784718299e-01 4.967845062309022008e-01 2.350915841249234806e-02 1.298826689650330879e-01 1.540331581620669743e-01 9.577986205729732694e-01 3.995319669708329302e-01 8.914805461757454585e-01 7.082836712492026621e-01 4.008560869632279422e-01 1.133029402625015392e-01 5.140165224070225580e-01 9.790351866420871074e-01 6.311625577744449656e-01 5.460230261434706467e-01 9.020426428905624627e-01 7.081866991185472582e-01 5.984026674338449592e-02 3.879499558458801012e-01 5.409445867195370461e-01 6.297573289385232087e-01 9.680107751336919364e-01 2.389781031949540502e-01 5.809510825399201162e-01 9.935620049997773151e-01 6.812769318535483176e-01 1.894978661464515879e-01 7.162732401635990565e-01 4.308233743968393759e-01 8.488674823453453699e-01 9.036148333912235042e-01 5.769885178497128342e-01 1.169364438870145184e-01 7.266114898407954881e-01 9.301484304985231377e-01 6.896502683780143528e-01 5.115184687074707526e-01 1.129862738102082043e-01 3.731514919669737251e-01 7.628348350666324107e-01 1.332385683087722317e-01 1.797858847886828482e-01 2.902954243733809614e-01 1.273528269147409242e-01 5.067796588689166271e-01
6.679383864737220566e-02 4.581271304829657165e-01 2.463687817493940280e-01 7.189153956921151556e-01 7.109821911064290179e-01 1.371901353211388841e-01 5.112713919215976510e-01 3.381397244901858112e-01 6.555625298667764334e-01 7.745401012429486975e-03 2.419060100828687165e-01 1.772882407315055087e-01 5.384943218343044569e-01 7.009987527747821856e-01 1.253527330353431113e-01 9.276042093335944427e-01 1.149632661370337816e-01 1.281031638173547593e-01 2.407328310603146226e-01 7.364526371051565157e-01 5.371665814784241100e-01 6.706603283508327795e-01 5.753680261982240252e-01 5.935131841477527814e-01 9.443273415491204581e-02 1.403647729718938697e-01 6.231912932427737806e-01 2.829815521276565216e-01 7.290603214776592012e-02 6.087806257746486427e-02 5.831374699818465679e-01 9.831620616130265500e-02 5.406148268136412582e-01 4.411074705441890842e-01 5.277536430415983304e-01 1.596507034008173287e-01 1.614256943467730077e-01 4.965390268050041689e-01 8.717252282308719513e-01 3.180366664831701939e-02 4.186353674629872401e-01 3.835850989656882648e-01 1.297530930117668513e-01 5.617269680882911453e-01 4.705668061339430830e-01 3.028349873389782898e-01 8.768117318130996818e-02 9.358812097510216255e-03 9.370757229711512704e-01 4.053007168822304607e-01 1.690958179188675192e-01 5.940168567051746784e-01 9.917487121115065030e-02 9.209354433227037173e-01 8.920314176014170204e-01 3.021233416658647419e-01 6.917160693361134038e-01 1.445437516338798911e-02 8.547711120816526842e-01 5.255545352222712463e-01 5.520903023963462664e-01 6.314311465417433711e-01 5.495765465822770590e-01 2.720195719852139815e-01 8.053419422603058653e-02 3.550224497347187480e-01 2.495672048899109097e-01 1.073987791217446697e-01 4.146566909903581788e-01 1.890275863110110199e-01 5.652599994260445460e-01 5.726198177032948422e-01 6.353276964443885788e-01 8.497560309964840020e-01 3.423793479239611859e-01 6.613867743077623818e-01 7.339823545970449725e-01 9.025787540760616956e-01 8.280056517297726959e-01 4.037456484973550586e-01 3.400861765244882484e-01 8.180315924787719961e-01 4.895243828447131129e-01 6.592090816550260080e-01 3.628880939950628326e-01 4.896833371318409789e-01 1.920007879541172358e-01 2.425281639640177733e-01 7.830803401102248706e-01 8.968290530574568598e-01 1.751704581251787296e-01 2.087228816503939877e-01 5.175763846296649318e-01 2.608926319750394240e-01 4.093355912445200140e-01 5.738588045256129977e-01 8.850404822812524275e-01 5.710120104240268279e-01 3.643663865953277181e-01 3.414962163062476019e-01
7.746549819103206724e-01 4.614490539470150754e-02 4.291351148643065549e-01 4.831896037973454350e-01 8.403065092786543566e-01 8.121871399348858933e-01 4.140234400735564035e-01 2.732105200088890129e-01 5.091630529953370399e-01 6.423591832051778194e-01 4.489649090914832330e-01 9.173445764820864490e-01 7.612352050383277557e-01 2.563472065903346087e-01 4.982983780311017741e-01 8.217726200609141163e-01 1.998189372674353814e-01 4.379452294524088796e-02 5.819061180293888524e-01 8.455259689411782631e-01 6.136293882028512892e-01 6.956390576692140781e-01 4.737178651320368417e-01 9.595069434528608054e-01 4.292267513163983139e-02 8.486712666676766714e-01 6.101227383735168264e-01 5.741082491325547599e-01 5.591178079852452409e-01 7.115010589549947140e-01 3.478943293965581773e-01 9.180204311127067029e-01 1.820062811779386003e-01 8.750315451764982821e-01 2.826477771449091847e-01 2.970727439959132132e-01 2.304835145890100634e-01 1.932351803277521096e-02 3.830577058505458821e-01 9.087175950334458463e-01 6.770805723683473998e-01 1.860656181963659117e-01 8.574412596806721965e-01 7.867733224661034308e-01 8.523690857306910340e-01 8.108342451299876963e-01 8.256407675409926927e-02 5.834063986188398054e-02 4.483462417328550886e-01 8.032798286733633386e-01 3.019289924131278724e-01 2.039469619748909279e-01 3.776981456433080586e-01 7.168797061012629479e-01 9.521067958056830260e-01 4.668280574592080789e-01 9.339817072055106584e-01 9.182959828736113606e-01 4.786458585810885458e-01 2.090545524281213208e-01 7.335868130809606313e-01 5.137023486520302384e-01 9.300673810093007532e-02 7.800719650014965589e-01 1.703982247114251836e-01 6.767244287431917193e-03 9.150583652142215696e-01 9.422749411055761914e-01 3.859160657006139861e-01 2.384823129500823757e-02 3.291516350206528108e-01 2.975688008014608643e-01 8.984867953545193631e-01 1.570641111101160892e-01 5.303451868127784241e-01 7.543781379479785887e-02 6.481606638361830930e-01 4.646336481250081807e-01 8.118198559086656774e-01 9.721759362398831872e-01 9.101983978928900321e-01 6.420209100165168437e-01 5.148887962285394471e-01 9.336326604053304390e-01 3.131380845226764409e-01 9.288434465264612250e-01 8.903297975974647782e-01 1.054689320491801752e-01 8.955500534885262320e-01 3.430767061264929918e-01 8.067441927979028815e-01 8.728381192844767433e-01 3.455328969941191541e-01 7.573612932403328557e-02 8.430917874809590318e-01 9.693021717234765466e-01 6.570066139405354999e-01 3.322444378110668284e-01 2.310992121056038018e-01 2.065454899611878226e-01
2.850031924781596393e-01 8.668186924158605144e-02 7.254600548983856090e-01 8.884331226080468547e-01 8.746818309370368860e-01 8.082793146129724215e-01 2.061836964847851839e-03 7.494399105557416618e-01 6.390645780888518646e-01 8.429891641227309496e-01 4.175410940297141771e-02 1.181646436970192893e-01 5.829122005340969803e-02 8.255620319612126945e-01 2.080516566416257263e-02 1.348484511303396083e-01 8.541967170698615552e-01 2.244773375944772997e-01 1.855153325103601203e-01 2.255399234881857451e-01 1.996826361900798652e-01 3.448809230021405714e-01 2.302935282377024384e-01 6.660581292525696862e-01 1.820064809220589552e-01 6.643419599419603250e-01 2.570609319079265598e-01 8.358382071001813074e-03 3.732459477841529871e-01 1.938881390314328712e-01 2.678318454381883873e-01 4.653032633281674046e-01 1.383231540497327217e-01 7.564342237996700691e-01 6.772835041192504235e-01 1.191624272568314602e-01 2.800788604863582165e-01 8.587208293002576154e-01 8.786370343843530328e-01 2.545915246828219791e-01 4.235011480055085320e-01 3.650586486243242446e-01 9.200653178526302378e-01 6.430622270383196115e-01 8.785720359841503457e-01 1.305611780883632056e-01 2.246071223483074863e-01 9.015964386948858156e-01 5.868818860117742675e-01 2.097912010278469852e-01 5.400550063656297528e-01 4.713769808733540012e-01 5.285349455413871356e-01 7.064698519709312619e-01 3.594562609477098825e-01 9.305312895215073210e-01 6.967396040388976752e-01 1.131729570687991515e-01 7.365100298874157625e-01 9.718239506616903611e-01 4.405658758067532155e-01 1.518605152511454115e-02 6.927957408110479998e-01 4.678748985322734866e-01 5.369766793449486375e-01 8.080483145849400861e-01 6.250439901466621206e-01 6.260765308014023534e-01 7.063501548112349759e-02 2.152813324494229352e-02 5.004372694751154649e-01 7.402892241239868998e-01 3.287000873963400460e-01 7.932318367939503734e-01 1.549815603625152027e-01 4.200790639613335431e-01 5.204198600730043367e-01 4.853839519734571839e-01 1.541361568233623469e-02 9.912153574720790061e-01 9.134642497723280963e-01 4.996880449768842380e-01 2.462951300042479641e-01 6.154041285178076803e-01 1.881669723672922956e-01 2.361201512522503876e-02 7.956325059577562531e-02 5.408157135848915553e-01 4.545995760995713564e-01 9.907515759145653078e-01 7.177672690217573592e-01 5.643052795813767730e-01 5.435021756113376235e-01 8.798145897361397960e-02 1.369000968311455679e-01 4.273369034614445949e-01 5.042000099281277459e-01 4.747467810759650186e-01 6.286579698194476595e-01 6.516266378006726478e-01
3.489275333777095423e-01 7.377521574042303909e-01 5.956779106234170174e-01 8.849440653238607180e-01 4.909217897583441070e-01 6.197906086457017905e-01 1.371298138096264108e-01 4.218445831751728159e-01 8.849457067580271952e-01 3.379843537057710678e-01 4.788615330455231467e-01 3.463048951195996095e-01 1.722934405283038650e-01 7.691245739776243484e-01 4.519389628826215866e-01 5.729607289034566175e-02 1.007165731738226544e-01 7.852874282383135451e-01 9.770445350977011723e-01 8.192908519955244273e-03 2.377415193831677875e-02 5.692506557715398818e-01 3.088680527231918438e-01 2.851855697686433988e-01 3.081569233104297645e-01 8.218788754670081076e-03 3.126546762400684853e-01 5.970306306643636818e-01 9.745151355103076618e-02 1.376537323940990598e-01 6.634475211760659796e-02 4.366564087729637444e-01 6.663673669116456644e-01 3.303950367884045392e-02 7.143640092816108123e-01 8.521873880338394214e-01 9.430752466336941309e-01 9.645576898911922825e-02 6.855680750399125722e-01 1.501964868905991679e-01 6.526148679145782339e-02 8.672748792012048291e-01 9.319343500367134325e-01 4.685731004806314992e-01 9.502385685951664218e-02 6.166887201480898417e-01 4.753697953092371753e-01 5.733184935275796867e-01 7.642145359947658534e-01 3.126584232919861206e-01 1.176107835907416188e-01 1.136522406109347072e-01 9.884066595008725864e-01 4.661024145399805807e-01 1.702413703828786762e-02 7.299346523101208906e-01 6.015932685376834677e-02 6.442902600281267267e-01 1.314450814196480577e-01 8.867577358022549205e-02 5.506894484359182718e-01 2.286127358700792422e-01 1.173015444945891828e-01 6.215437960206798840e-01 1.241282563866085153e-01 2.246710510989925469e-01 7.975020249285018625e-01 9.135615093904563278e-01 4.330262180389943261e-01 4.764839482873842735e-01 1.890946464563587615e-01 9.497399336562984962e-01 4.307329703410522903e-01 8.125841232411117332e-01 5.583175351550088150e-01 1.598732138966240113e-01 3.987649940313303665e-01 3.246920122602303671e-02 9.340364168237460518e-01 4.411796833214509661e-02 8.709182234899293107e-01 5.886040391626234936e-01 8.980768272719352741e-01 3.122401451729192035e-01 5.503535113816222513e-01 3.015121652067455083e-01 2.195925090400765445e-01 1.493169162060824506e-01 5.139926217247806628e-01 1.474333978119279909e-02 4.775365122637920123e-01 2.153461172246212696e-01 8.952801371608465342e-02 9.492086972887873175e-01 2.223444081871569500e-01 8.435678624482463306e-01 3.112622544897500898e-01 6.499926347818061334e-01 5.016205447211974366e-01 5.709394650492272127e-02
4.063464722242929872e-01 7.791038510252823457e-02 1.807999561959582335e-01 1.571143738697402537e-01 9.642989162317301410e-01 4.749139478931874159e-01 8.403936256669802818e-01 9.866633778644539055e-01 2.829615870221363627e-01 5.659147807414257603e-01 7.033139972678903451e-02 3.355125078290188689e-01 2.772145085047428292e-01 4.130207927574057747e-01 5.915189365448069170e-01 4.902467870320433851e-01 5.569322287050063602e-01 9.270092388877040346e-01 2.638156362808374844e-02 6.875091269106059499e-01 2.667855967609211731e-01 2.215613806283565079e-01 2.189856326389725272e-01 6.537379105673358781e-01 8.305214931029291092e-01 7.134956854867080533e-02 8.882050848186049397e-01 6.942497905336870723e-01 7.100408305940109077e-01 4.600019187250988795e-01 3.578081196707489919e-01 8.298561415811437358e-01 5.222721793131152035e-01 5.790064242160181118e-01 2.075348914186798677e-01 4.746377278313964609e-01 6.947893654976096123e-01 9.003766146007968763e-01 9.587767633033530412e-01 6.509766041343378884e-01 2.275461572559076551e-01 8.132803779531804222e-01 3.053396736168522141e-01 7.455490883904343224e-01 8.055743514872641953e-01 7.871929547255140935e-02 7.814343880575334023e-01 7.917080662961569759e-01 4.451362887479498598e-01 6.097861106088429128e-01 8.418476323017548557e-01 3.320117589121052148e-02 6.995447218350415719e-01 2.107540602096282800e-01 9.149633307061784127e-01 9.420480357815964600e-01 5.884172105252273299e-01 7.130445518609989097e-01 3.007998441953599889e-01 5.693538572647732776e-01 7.914655116073944230e-01 7.657732056828617795e-01 6.410700604872234809e-01 6.027980359550128009e-01 5.257849888742782696e-01 8.407322833647786764e-01 6.077231268412139897e-01 8.561048488559801495e-01 7.731012218425110660e-01 3.921884799283259504e-01 6.567141430894438692e-01 4.205543649130248918e-01 4.560410905099862022e-01 3.469709230959187041e-01 7.031899412314798203e-01 6.931743481429174514e-01 1.067409329371351578e-01 6.038665749132323679e-01 1.789853583803203696e-01 7.872507144055349571e-01 4.364810332322403008e-01 1.054571560939653319e-01 5.605359308648174554e-01 1.393089642605016554e-01 5.514534554977810199e-01 4.359947219375919225e-01 9.155416618710550125e-01 6.465863263212856538e-01 4.754979324029299237e-01 8.243044365012799357e-01 5.526611849754703432e-02 8.085325595275416610e-02 8.964268726455451031e-01 6.391599540647462385e-01 2.967734359130993482e-01 1.120062132114080233e-01 5.131405376807157692e-01 1.775218052019632564e-01 6.700663043460067803e-01 4.117425160936771800e-02
6.565314737043682625e-01 4.123900477415610721e-01 4.145813689595084783e-01 2.834527632416405929e-02 6.430792380556511478e-01 6.333812637046959404e-01 9.896894453563608307e-01 6.895461972940397644e-02 1.284798521512141578e-01 2.128871366608057203e-01 4.376694743567974832e-01 9.129335698858338510e-01 9.529393413701312543e-01 9.450372096397992028e-01 3.023402222945447138e-01 8.705905930920621039e-01 2.714052771263243402e-01 5.590455957180130442e-01 1.253774741365255574e-01 8.302503761787008996e-01 6.815149697886031532e-01 3.560843210720572305e-01 1.915200052457295410e-01 5.081651513127727338e-01 3.325402068528604538e-03 4.568356720821301620e-01 1.721880049095592113e-02 4.539126413968272988e-01 9.234497990649371824e-01 3.860407914109582617e-01 4.360636856862534216e-01 8.205681781915776796e-01 7.539572884280812959e-01 2.201335342097593406e-01 1.279743744280746887e-01 8.018217795431531458e-01 8.328127315271849351e-01 1.581955810744924973e-01 6.055845515372959564e-01 8.563846706453884794e-01 9.074830092743650933e-01 5.429396176124574591e-01 1.760208226735918702e-01 5.117664017023992873e-02 7.673932925860823540e-01 4.462107584184084041e-01 4.888510092126064910e-01 8.677936190688804174e-01 4.680413184469189858e-02 4.100520819837560893e-02 2.770647066085440979e-02 8.818657457057481608e-01 5.196924575627351883e-01 4.743052510893975837e-01 3.218724121600163857e-01 7.438041566024065077e-01 2.298083998162034902e-01 4.012957990246464046e-01 6.521674118669390507e-01 1.880839604861305192e-01 4.307882541976637558e-02 9.287169718650614136e-01 9.820927296896642122e-02 8.042748640205191757e-01 2.885228473129820559e-01 4.434342347679949281e-01 6.828112276880615727e-01 3.908303741395904307e-01 1.218994069553761550e-01 6.169371399369810716e-01 3.427637826997842474e-03 5.271220180198159522e-01 9.237378378811639257e-01 1.987988853517881349e-01 7.137834213255646043e-01 8.622751995868482844e-03 1.951887170165221841e-01 3.241293880895701474e-02 1.331996487461118983e-01 5.747937964146073719e-01 7.703578443770674467e-01 5.122217424383899154e-01 6.931552711698982794e-01 8.809775942834453533e-01 9.751034831419513882e-02 5.883043209536894524e-01 2.550534123045455903e-01 1.929005285752061205e-02 3.315318920798372426e-01 3.319133775793463581e-01 5.664017145525707120e-01 2.754880787059653668e-01 4.548615173306673753e-01 6.087813029919797447e-02 2.780906572888276473e-01 1.174720071646730979e-01 3.383579884074785493e-01 9.217437681416168482e-01 3.741406072199306987e-01 9.949011673805402411e-01
3.973572142281533992e-02 5.696411058748538370e-01 1.180760610670787969e-01 4.700762784536018923e-01 4.771609635692364293e-02 6.995106992541317847e-01 5.320079122173104746e-01 9.419881249603165863e-01 8.393418470145990185e-01 7.420992632672673839e-01 9.087058625984546500e-01 5.516152036009144277e-01 8.450675377453144010e-01 9.456324712106989328e-01 8.881512994019021834e-01 6.792588076379995066e-01 2.790267759313219686e-01 6.112082665001093984e-01 7.267018134470875079e-01 3.230027644833479705e-01 8.252896925605490708e-03 5.006392704720044051e-01 7.625062244169912296e-01 1.321240116409682086e-01 6.852609122102373274e-01 9.421722185255057003e-01 7.806233952289687306e-01 9.445613002695845140e-01 4.714634191003475028e-02 8.214453209975935977e-03 8.848689163082501530e-01 7.679415614177553806e-02 5.223626557882088406e-02 4.394378675998938943e-01 6.837978004223465023e-01 7.216405239824873474e-01 3.704225444488880026e-01 4.796633237958268792e-01 5.581259542093607307e-01 9.966461415644385369e-01 2.605468137352406899e-01 1.453217962742955338e-01 2.450995997443788932e-01 5.651090589395585395e-01 7.016588577114041270e-01 2.171681928689050967e-02 6.441538582144491487e-01 6.599363091133805259e-01 4.572878385967975579e-01 3.909681150609648492e-01 2.172198756119928520e-01 2.213908790871336185e-01 2.939117886273954205e-01 4.198435614547035843e-01 6.587869523767424518e-01 9.798323449234269678e-01 2.192965053977569134e-02 2.638764350232786215e-01 3.151817008810793297e-01 3.612953723200651446e-01 6.166508296337253059e-01 1.280191004058890414e-01 8.415867369674165932e-01 1.805099336293565226e-01 6.064025353746590463e-01 3.651279997350725948e-01 9.493596115802461766e-01 6.005103138843467248e-01 5.837531852300166246e-01 4.951275692042863552e-01 1.757303713157229996e-01 4.642431755879992128e-01 2.330108305497080590e-01 4.892160743225366648e-01 7.519130789806361959e-01 7.994106221259855705e-02 6.040366495882479869e-01 7.187233395420673521e-01 9.503516000749012704e-02 5.015303166693099168e-01 5.847333099032030468e-01 5.739066145923710227e-01 5.637007393335691230e-01 2.545447547749360995e-01 2.355149756799711502e-01 4.127687335028631388e-01 1.648072169935381748e-01 4.940968741535286535e-01 9.295291887783508900e-01 7.685734607786243178e-02 9.119522609808560221e-01 7.097305808898890511e-02 7.691371751184373773e-01 1.727900657176980603e-01 9.782402767020821344e-01 4.722426543242406183e-01 2.013256129366455260e-01 8.351169849659935140e-01 4.281976762815203896e-01 2.619599473510731968e-01
