1.714005254364618036e+00 2.260163423259759607e+00 2.685441521770566720e+00 1.764988406430971546e+00 2.724260624168759026e+00 2.463585347172649431e+00 1.466889190646605723e+00 1.860306259571534282e+00 1.913040986630315965e+00 2.009880538516692905e+00
1.883743551757796286e+00 2.787139690247707691e+00 3.251722122842422014e+00 2.949735923097716039e+00 3.140321535363126859e+00 3.258447200495914853e+00 2.367185596729785679e+00 2.679157170967675139e+00 2.270011141912134267e+00 2.515311738375125561e+00
2.341304021615074227e+00 2.625813897270080410e+00 3.633804927250053218e+00 3.567296234345934902e+00 3.660781811970695188e+00 3.790315407657643743e+00 1.921820195605443926e+00 3.068924305496573357e+00 3.311643979916550240e+00 2.471621490671237709e+00
1.730739810965556291e+00 2.762774226348240436e+00 2.873342434948494173e+00 2.940440789776949337e+00 3.067514715115631674e+00 2.881084649441718160e+00 1.866366521982403270e+00 2.816348787151824684e+00 2.443388900749764669e+00 2.448996435160355478e+00
1.614648813776063063e+00 1.903159192779969811e+00 2.144920404081256393e+00 2.462115656306640421e+00 1.963555554901253108e+00 2.295928050821522959e+00 1.436404295627668803e+00 2.174279353600112596e+00 1.956877693449101230e+00 1.195808380587989994e+00
1.945371893792342100e+00 2.981544637564039757e+00 3.208562494508051977e+00 3.286991075420829578e+00 3.231159733800855527e+00 3.094490740872828827e+00 2.149926656248092094e+00 2.656921978243809157e+00 2.822208256738663046e+00 2.410304028241284424e+00
2.517227308533817265e+00 2.543753113878665761e+00 3.587627884768439745e+00 3.547373928147512068e+00 3.936634328863425125e+00 4.207264730182854962e+00 2.990763212613028799e+00 3.242498173711620968e+00 2.855142489055256139e+00 2.539701053110157147e+00
2.139572378320405921e+00 2.607667301262634574e+00 3.732267512879990701e+00 3.471763208319543104e+00 3.984693331067433064e+00 3.597692345037674322e+00 2.172845452392362819e+00 3.003302158551174550e+00 3.040743196325819575e+00 3.001183150356157459e+00
2.533834857368017168e+00 2.398304975439087272e+00 3.862208190343534131e+00 3.480633442873191541e+00 3.797195233819103954e+00 4.304160363873584139e+00 2.682871778681659602e+00 3.289840528582716583e+00 2.770275903509067827e+00 2.586533580776384955e+00
1.205347877292717085e+00 2.203752846193726800e+00 2.412511349642764369e+00 2.492268631464511941e+00 2.569375335345573941e+00 2.483026006003351771e+00 2.144454098876018566e+00 1.933806796073497036e+00 1.779034497360961753e+00 2.182406992670827606e+00
