4.374733053953330231e-01 4.825790280909810770e-01 5.884302688332532227e-02 7.225144117624378026e-01 5.132969229784676291e-01 1.278315399664174956e-01 2.106655701607973441e-01 3.633363709397549046e-01 6.203768552135487946e-01 6.509842308342422834e-01
3.323074711152660399e-01 1.608421613369908076e-01 6.814611686263122303e-01 4.760300831927782861e-01 6.404598702596756565e-01 2.471346083488147327e-01 9.082566347110010430e-01 7.035019361873581234e-01 2.471863933312646866e-01 7.382104302480473335e-01
8.961988477994272673e-01 9.604193535790769287e-01 5.904077185440245179e-01 3.428404637636970342e-01 4.273161032334102938e-01 8.050254802987273361e-01 8.325782016201384028e-01 4.114333699200388716e-01 7.678063299019488586e-02 5.229795662535087208e-01
2.390811852587707564e-01 6.275722761236312008e-01 7.788781908847495217e-01 6.898606860622248371e-01 6.707246338386767537e-01 5.928286000254799903e-01 4.226704861602367247e-01 3.739081662027188280e-01 2.323255249149492885e-01 4.769376374460394530e-01
3.719953847757664356e-01 2.100932611186712151e-01 6.116619309339182964e-01 3.051714506116676162e-02 1.950745928556265607e-01 9.353078281048029519e-01 4.270890745931557042e-01 1.768029450727054419e-01 2.464271094151007091e-01 4.564211217267156728e-01
4.586656771723583992e-01 1.072036072810889085e-01 5.815164241645532917e-01 2.454251446652512270e-01 9.326033844689270991e-01 6.565071005017578676e-01 8.967653372304047465e-01 4.628702953012033827e-01 3.080135050992282020e-01 5.457763645116449069e-01
7.822983469138929946e-01 8.647416462682978588e-01 8.211195429629148945e-01 6.614498485131992123e-02 5.758625436163894440e-01 5.462803019127784321e-01 2.757475921311861589e-01 7.539677144728724745e-01 9.075745213449736282e-01 7.297463786216705772e-01
9.422456696583381142e-01 6.024971110951838904e-01 2.725301463629674625e-01 4.974663442269078306e-01 8.739815382785283138e-01 4.927709466357392820e-01 6.245795234890820780e-01 9.582426236700778421e-01 1.758866698915423354e-01 2.492421264573785322e-01
9.466881181330292216e-01 8.011607407170489026e-01 7.770912197603301319e-01 2.872890651283731556e-01 2.074401495611870594e-01 4.038993908371159014e-01 6.945052929706228007e-01 8.754785352161860157e-01 2.737135238794708991e-01 8.421788776510168439e-01
1.449777525553386237e-02 4.517562510668238218e-02 4.111741835541227186e-01 1.402438016703211332e-01 8.704597850361264211e-01 1.285465861208691107e-01 9.348339240522897109e-01 7.731895455925577032e-01 3.945497613536871340e-01 2.411152377242994360e-01
